mouseMoves,scrollEvents,keyboardEvents,clicks,timeOnPage,idleTime,typingVariance,avgMouseSpeed,directionChanges,straightness,avgKeyInterval,burstRatio,scrollVelocity,label
538,56,32,9,211,5,774,2.3897414628407514,81,0.13491566839965635,535,0.4395684955356869,0.3180613526680528,human
527,105,34,6,208,5,964,1.2107144827172573,110,0.10124242990733563,642,0.319602306257589,0.2290755342024845,human
786,97,53,6,118,25,660,1.3757781612834035,187,0.24481387250291453,471,0.5548820881336037,0.3351806649016309,human
686,51,30,13,273,12,243,2.6948206848140908,63,0.5431703726947832,360,0.30788472396185773,0.32405285668321393,human
542,64,62,9,299,5,783,0.9179183950180876,149,0.1856042528958216,444,0.6748132251578836,0.14599585763410716,human
519,96,35,19,225,27,1733,0.8033352354029875,77,0.15267773016577005,494,0.5641519622662619,0.40031475809643385,human
482,85,51,12,186,20,793,2.676807986994212,40,0.41186480361914657,461,0.6150923763528606,0.17490923534159286,bot
796,69,45,11,180,18,1715,1.4866012974809775,76,0.06432900406859612,348,0.4556808705270503,0.3107278045859005,human
901,122,31,12,330,12,1673,1.2907328548381387,106,0.21050794082640711,280,0.466194424895254,0.18045917616838975,human
753,75,40,4,306,5,1108,2.3945561876399477,87,0.5677847447890492,105,0.5610360959354308,0.11149492066724176,bot
399,61,27,12,271,1,1155,2.5676166109541456,98,0.4942534074089934,284,0.6511415123719794,0.44233730558277295,bot
825,53,63,9,102,11,1556,2.1050188126805223,141,0.21654945984449903,404,0.3019238409759516,0.35310917939857056,human
615,102,33,11,218,16,1164,2.584438907563791,178,0.10236754416229922,559,0.6600319359146218,0.22365461019784855,human
673,96,22,14,252,26,1582,2.040677627942274,170,0.2902285403914253,476,0.6250118601379169,0.4360286687776119,human
609,50,46,12,247,11,839,2.3377368366985056,126,0.24594885770244024,339,0.7000662198599408,0.326166755096125,human
590,58,56,12,173,6,1487,1.9390341665078321,163,0.31174132703052765,305,0.6860938142652175,0.14370246569311562,human
532,110,35,10,91,16,1311,2.120289209818359,177,0.30658289370876896,451,0.5882012732969637,0.2688064461731586,human
622,53,20,14,152,8,320,2.214059099026537,171,0.529780634698596,130,0.4046398539029603,0.14476000771842804,human
752,102,27,12,177,23,1780,1.7671771934891594,129,0.24307736146586612,351,0.4687683142080945,0.18383949700337038,human
598,48,33,18,254,9,1376,1.153672515807164,100,0.2682170908655639,539,0.6221412946124557,0.47296286093427686,human
888,51,55,15,286,7,1525,1.031547124156115,222,0.09297295267833405,619,0.5928259729502101,0.49539680913228057,human
761,92,12,17,85,0,293,2.927546910520613,185,0.5175650610947782,397,0.15040885160954617,0.13194331815730576,bot
440,118,57,13,134,15,785,2.9682713946219357,147,0.5270339773543344,383,0.15524892428135428,0.17587197978386399,bot
747,91,35,8,238,12,951,2.084132286607065,209,0.09876054150733124,463,0.37984294626136805,0.36346103674774477,human
832,50,26,15,226,6,784,1.9457748289661274,50,0.36978239788203304,348,0.48405823364331113,0.2980075795675702,bot
403,70,59,17,186,21,1143,2.63776818269407,171,0.5009318477549016,144,0.3883866698544023,0.49888253229914314,human
650,72,14,4,83,21,202,1.2276362832346934,151,0.4129942331675366,206,0.4147006213502722,0.3146254052960531,bot
659,61,52,8,292,10,745,1.6059856660424299,172,0.3189388644254504,469,0.6686906870989169,0.367268171048558,bot
901,91,67,5,160,19,1243,1.309177822445431,162,0.16580811906330178,323,0.48808582860624916,0.24298872188783158,human
469,58,25,5,175,14,268,1.695788027115038,134,0.49484052282273466,590,0.517736838486015,0.24987084527784462,bot
509,71,34,6,94,22,669,2.6071867376947413,47,0.4357338996391854,354,0.5438374146037006,0.4588158807200604,bot
850,116,25,10,169,7,1009,2.330364431469258,118,0.5171419920573619,195,0.5384328211058058,0.2502104502156957,bot
501,112,27,5,353,5,1711,1.3605763087909315,136,0.05961341115945737,540,0.34616305214895937,0.4894169752401235,bot
431,67,55,6,309,9,1196,2.0444871079642293,157,0.41278923065049966,503,0.3353789573559694,0.1732852809863085,bot
631,72,36,3,64,3,686,1.9339783823113268,95,0.3533202639037438,371,0.6951496949500201,0.19754817111336626,bot
764,108,38,4,80,19,971,1.6753270244663514,110,0.5534754951298857,518,0.4552173773562087,0.2431651283595227,bot
477,103,12,3,285,2,1012,1.1280062182834802,149,0.5822845885670982,440,0.13981315660002952,0.4567225657874264,bot
924,106,69,16,334,21,1760,1.3015294614785813,138,0.2741315660531931,352,0.30633888547329147,0.5115041159433683,human
640,126,40,15,344,27,1112,2.1951634012036574,119,0.0723384724268051,479,0.6371477242909042,0.5248200942691872,human
635,52,45,7,179,12,1347,1.1358500168394043,102,0.07098835198054591,280,0.4169774382844182,0.32582874719982075,human
749,96,46,12,139,16,1036,2.37637340368442,223,0.11049810266710736,610,0.5919104030474499,0.3714967137975006,human
549,49,20,14,188,13,1196,1.357644226136017,184,0.2497373026926723,249,0.7286636915928386,0.2482852599734211,human
702,125,40,13,280,23,1443,0.7271842306090459,85,0.28719823238903786,295,0.6764533658871923,0.26103569036012864,human
514,104,56,17,214,22,728,1.6391420916692132,100,0.16848591928271536,430,0.6510274154481757,0.3504899301465543,human
974,62,26,11,312,14,1670,1.7411388139084634,102,0.2575210265123743,343,0.46599808006830257,0.2604588318143581,human
837,47,37,13,93,16,822,1.0150769544750382,110,0.18650650599399882,514,0.4204817484485541,0.2557475337202248,human
715,124,36,5,138,18,1121,1.5540157338523133,170,0.2857146196840921,604,0.5661177465006325,0.3641621486733859,human
765,70,63,6,142,25,1521,2.475620265118286,179,0.24035932101109986,416,0.6578791701587501,0.39861969057302216,bot
315,95,18,4,143,16,257,2.874586560101778,145,0.5997074740785264,430,0.6311592753296233,0.34763879333570413,bot
782,91,46,6,312,5,216,1.8315233837449942,179,0.5471572683586701,187,0.2065936028220066,0.12558184486437407,bot
321,30,30,13,227,17,790,2.4406688187254018,198,0.2844627525569434,536,0.5639949874086772,0.4563355656218455,bot
879,79,34,12,338,7,1469,2.2398922724322268,214,0.1611222184132782,517,0.7119645965482492,0.19150120844332386,human
466,115,54,16,153,19,549,1.6127554047356152,49,0.5177925213344883,473,0.30582102810839934,0.22324591224082335,bot
625,91,34,17,99,7,835,2.5105295957706684,208,0.14104937567576104,410,0.36027354873000017,0.5269534445752628,human
864,95,59,12,216,18,1260,2.019332359771928,137,0.11930860754543263,507,0.5683694779619655,0.2901104214810214,human
355,60,39,10,155,24,353,1.773656299153654,144,0.3880645088234437,479,0.5775362491555447,0.23158058192781544,bot
685,106,52,13,102,7,1547,1.9924517323031878,202,0.11168732549759641,383,0.31499543974777877,0.5142428280084754,human
741,83,59,6,275,26,1286,1.1002581591107665,92,0.22052125942498058,638,0.40610644228164444,0.45816008488452614,bot
814,44,17,16,114,5,555,1.947016462677131,45,0.3826023945374892,549,0.3515625528560732,0.4061739170014851,bot
518,96,39,6,246,17,1388,1.6883408636071895,96,0.07322368160444964,468,0.3193803418377437,0.48093742215444685,human
537,104,55,13,257,8,741,1.496840262167246,137,0.12894343981129214,378,0.5694804300357476,0.22245047825149367,human
497,96,47,19,126,12,1423,1.8769703912496447,228,0.2756824190201879,397,0.4932826726483437,0.40062173618353253,bot
831,94,30,9,145,1,1370,2.511414662255328,108,0.33274181415638415,493,0.300822691762469,0.13046710768031564,bot
329,114,26,13,302,22,357,2.8740587888166553,137,0.2617952099158345,428,0.46147768538279754,0.1564120301139046,bot
653,119,24,17,326,23,815,1.5440634495244119,120,0.2927474397807636,639,0.5088626410684052,0.16472201655659538,human
754,70,68,8,329,13,1416,2.137528474626847,77,0.06941015274200363,436,0.3938373931346345,0.4536760068598813,bot
633,67,49,18,283,11,1483,0.8356718013906835,217,0.16413089608319034,329,0.4913548353743973,0.31794015999855735,human
850,96,59,11,304,19,1182,2.5314654818706575,80,0.4880470369718425,574,0.20074304297778017,0.2684870392573311,bot
680,80,52,12,64,5,1485,2.876320923050127,51,0.46108194436469774,592,0.35195250506850495,0.46675947864731393,bot
837,114,36,12,237,16,888,2.1357005685340416,66,0.34332387322589536,558,0.39871768849993194,0.10081892434147283,bot
908,63,30,6,172,22,1839,1.3646941484627904,142,0.2523083973482976,558,0.6622446252269651,0.5198114282106636,human
890,128,66,9,257,18,1235,1.9495456571355743,114,0.15635632768286528,242,0.33999032965363607,0.38695700475587574,human
601,73,25,5,346,8,814,1.4977522226535829,127,0.16700601745882798,583,0.7386104642036084,0.246088174532746,human
591,55,46,3,180,6,584,1.8286479480311975,199,0.3658181633944475,364,0.4068461018791967,0.40041197888707925,bot
486,75,26,17,194,6,597,2.344213886087106,48,0.5778036222954797,485,0.6400054384354668,0.3100155608689475,bot
507,77,17,11,69,7,1130,1.147074666513982,55,0.5513541531720523,536,0.2866316145860063,0.37267275932684096,bot
585,83,35,4,154,19,1549,1.2213822699007126,222,0.2861817098420232,344,0.7235466123543084,0.4933709357584855,human
978,86,43,8,317,25,1329,0.9309887383054113,80,0.21408579811562528,330,0.4127278598903249,0.4733893643159528,human
424,113,10,14,286,19,1209,1.8439765621540425,196,0.24723169004908266,426,0.37138221967657814,0.3701082703145091,bot
539,132,44,9,157,26,1057,2.2029077407242736,148,0.17040577243655494,501,0.6325464284203097,0.30272407107221677,bot
813,72,35,14,181,23,1729,1.4804987389992623,185,0.1616932433260203,459,0.45091722279785806,0.21260372471288885,human
771,93,42,15,185,6,1170,0.7139414879239557,176,0.3199024365705984,338,0.6438390523460988,0.5365176942792016,human
611,72,36,4,358,22,1267,2.5482193578009307,88,0.29549046097840126,399,0.5588960604343787,0.4279640989546938,human
523,56,57,15,113,15,1099,1.6275030087267213,102,0.25554135593074667,490,0.5107934732228627,0.515542204140928,human
667,112,46,9,328,26,776,2.572526913280674,215,0.08525831654155376,513,0.5168749257267243,0.15741307330024867,human
690,93,18,9,346,12,1182,0.710628896175552,124,0.06635196772141105,544,0.5400021517016574,0.49177804131821706,human
675,77,41,7,332,13,797,1.9086539686833248,183,0.17034705164377467,379,0.7126325008961198,0.5486911621983301,human
606,69,51,7,140,0,1082,1.386986421258157,41,0.2530125582876916,330,0.3132921252791103,0.4284384303395292,bot
973,109,59,17,187,27,875,1.7446943301863844,226,0.21961706900913547,402,0.497254080403038,0.39939662662504377,human
735,122,32,14,334,7,1434,1.7532776943111013,184,0.053482316843171875,527,0.6830178309416918,0.5326289749717611,human
794,64,26,4,347,8,1692,2.093004718459919,191,0.30807764973729423,320,0.6971769558827606,0.17976129263159912,human
895,66,65,16,129,10,1721,1.5009530716142652,181,0.2677539054484162,325,0.36350675323469483,0.14032369954821972,human
577,72,57,3,77,11,308,2.037342554109846,95,0.4099771252817498,108,0.4116412783465774,0.27279630440288605,bot
927,125,31,15,143,14,1281,2.105255141100261,122,0.24889600631069275,461,0.602115604003558,0.35449484142523313,human
630,47,69,13,305,22,1400,1.8966221046716703,187,0.20386249005624762,381,0.3468356718936412,0.15635292440939613,human
500,95,26,13,99,24,1206,1.1062549815838236,104,0.098530650928287,625,0.35728293630169217,0.18891788454195674,human
490,54,34,15,198,20,1405,1.012281038594547,79,0.13344489251760677,302,0.6363494565450114,0.29694650246811277,human
964,128,20,8,215,12,1233,1.5355069243650261,130,0.09200428795471163,634,0.446814263118516,0.2627471832191928,human
554,83,42,8,260,19,1884,1.9647359511893236,223,0.09179222940845025,545,0.6284655836786195,0.5043860718936632,human
543,38,38,9,193,11,448,2.954673766995435,83,0.33448539762873924,497,0.15397611418630516,0.18925808844203154,bot
558,96,61,6,291,18,1508,2.2814329672038083,88,0.07977471663467306,496,0.7231053867928002,0.4240927521429132,human
673,100,49,11,61,21,838,2.6843546589865337,157,0.38090086993463734,532,0.525376621778701,0.40170249576919903,bot
710,81,24,7,124,6,1631,2.5061623720114916,93,0.1455545301471906,579,0.5993097870826765,0.3199525834845579,human
505,134,63,13,99,21,894,1.6737019378270823,186,0.20901478509698418,310,0.3015245315921876,0.24056893839389365,human
606,96,10,14,318,23,825,2.7409080646475914,93,0.5359616784302261,128,0.12388593257394354,0.44511024368511487,human
601,61,55,17,296,18,1218,0.8340177114266174,109,0.25543921397130764,624,0.669562569551867,0.36329865715392573,human
783,56,43,6,107,1,983,2.594468907222132,149,0.2260827854215311,201,0.2165962075258816,0.24964525257651637,bot
661,107,47,14,165,13,1876,2.1611441536870313,81,0.2013237152307492,624,0.5151281450762786,0.3650796003443171,human
601,52,48,17,319,8,1196,2.778506485869743,113,0.25546191680446956,391,0.5959067105247093,0.4890578063641927,human
502,58,34,11,334,6,1785,2.3762521274036255,192,0.1402511111903865,246,0.5767095386108734,0.47716904066309657,bot
359,84,44,15,280,4,1450,1.6368657948338776,91,0.2802730171604343,126,0.27355991450139916,0.144794223061013,bot
878,111,50,9,165,6,1242,2.333773832452474,86,0.1316814316672157,384,0.5122206305864496,0.14426017307715278,human
760,119,31,10,316,12,573,1.6942804137569358,50,0.5551591254203625,451,0.299520037322455,0.13658134566882596,bot
569,83,19,5,159,16,1339,1.0542715461543455,50,0.3116602788288666,266,0.395844508431201,0.21665292290780497,bot
884,116,38,12,356,10,1121,2.1036126682702676,193,0.3073424308864172,253,0.6132866026354904,0.21907693316274188,human
806,35,19,17,79,20,1222,2.786106018025539,86,0.5084657472727969,570,0.6352780238516977,0.3484506683318703,bot
809,76,14,15,291,23,1478,1.6229989370559663,48,0.4792624012818595,322,0.68251782576235,0.13163819675433458,bot
733,109,23,8,198,5,1036,2.128686223423485,101,0.5281202725482341,245,0.5116242193077749,0.356028769794862,bot
441,65,32,7,105,14,335,1.6834571851973217,50,0.5525892922580424,272,0.20630139666312697,0.4451312440034043,bot
869,77,44,12,247,17,289,2.919204889263351,146,0.3009685398846691,460,0.34121730536999995,0.3784168888778241,bot
503,116,52,5,227,21,1358,1.286948664230442,83,0.14810012111739138,302,0.48109382654150634,0.2170733875511739,human
703,45,20,4,237,7,1350,1.9331097804308364,198,0.09323227775373433,345,0.5671819857838873,0.1874265295734213,bot
973,63,56,19,175,24,841,1.7708715126367702,105,0.2840558673557783,346,0.5519815061532675,0.3988697694619362,human
401,71,19,11,182,18,203,2.2751838898570336,181,0.4751529459703759,386,0.3577561385321164,0.3806767005681365,bot
358,83,19,4,302,3,759,1.9912626838069603,184,0.40692826464169535,345,0.27682264902317544,0.11465168894548988,human
829,128,35,7,265,8,1615,1.5497185418844923,185,0.14253991166898838,295,0.46448795860827563,0.17129761328824566,bot
813,68,28,12,96,21,685,1.4024048872004644,110,0.29097808315542095,257,0.7414673820065454,0.14820602420090245,human
691,93,38,15,141,26,772,2.3217570908792604,174,0.2125816626541427,566,0.6552547900644758,0.4162352983196873,human
684,109,51,17,71,7,898,2.2456417435529614,50,0.3739671520500778,436,0.18346496798977244,0.3198576175993084,bot
822,102,25,16,234,13,433,1.6321011194820778,158,0.4240661962181175,276,0.3851514916842561,0.12591283780987503,bot
769,131,67,13,145,21,662,0.8542120264810575,187,0.16992951985715898,534,0.6667824453041131,0.4997553719072993,human
812,77,58,10,217,20,591,2.2366308618024284,73,0.590746841185732,525,0.6106308317730487,0.1286044292190811,bot
499,53,40,10,118,23,1821,1.0414168798374757,101,0.07426713562717227,539,0.5106505757047171,0.5436316229679726,human
969,125,26,16,196,11,1445,2.438988651343864,111,0.22994502283224566,295,0.6543180052522974,0.308649181264649,human
340,110,54,6,232,16,1317,2.1144766357265303,102,0.4206494329571674,107,0.4773305488202316,0.21677238466768595,bot
663,125,66,10,252,18,1712,1.7249252754270785,108,0.052369183866717815,645,0.3439498431567553,0.18163820740596334,human
752,92,56,5,71,4,1328,1.309582272013582,156,0.2907494675814616,595,0.5471213711723312,0.3334289910166473,bot
526,56,58,6,229,27,1550,1.2744942455411272,191,0.25418316439022465,505,0.6756840707415384,0.307882063820474,human
571,74,59,14,191,14,789,2.271921244491388,84,0.15604600485584597,262,0.5919057222337735,0.4562875332484354,bot
731,57,46,12,274,15,946,1.8637567205536025,89,0.29064580250407956,574,0.23290604139089063,0.17022131424895554,bot
521,44,11,16,63,0,1231,2.047050974111986,181,0.23858526165794045,414,0.6741238041936821,0.3460229053890238,bot
800,75,21,4,156,15,1206,1.4299927546730204,229,0.1063932990905498,602,0.47459404197609123,0.20561022394990958,human
