metrics.mouseMoves,metrics.scrollEvents,metrics.keyboardEvents,metrics.clicks,metrics.timeOnPage,metrics.idleTime,metrics.typingSpeedVariance,metrics.avgMouseSpeed,metrics.maxMouseSpeed,metrics.mouseJitter,metrics.directionChanges,metrics.straightness,metrics.avgKeyInterval,metrics.burstTypingRatio,metrics.pauseVariance,metrics.scrollVelocity,metrics.scrollAcceleration,metrics.scrollJitter,label
949,68,39,9,166,5,59664,0.6353463058855976,8.63251208492131,0.25376214816977033,115,0.0919394079600213,355,0.3830005085146895,692,0.211792774808974,0.013108084596590604,0.8007906890878099,human
39,12,3,5,64,0,446,3.12040659940656,28.260902687999682,0.0,24,0.8748481315577329,69,0.029463954326462167,15,0.060201116617191894,0.0,0.03896422226210406,bot
593,120,42,7,246,9,81129,1.5512730586221115,5.288599085693828,0.19927520915894287,79,0.0894636340615939,429,0.4088357099174822,451,0.20213473513735453,-0.009599754437783652,0.2848086452597207,human
785,90,30,4,71,7,71269,0.4544254478835287,11.849295665049734,0.8767715311227198,135,0.05665062483185404,237,0.3843677475604821,448,0.12327715538246024,-0.002573627172493332,0.5790501639003407,human
673,90,26,8,117,11,16177,1.7222789783819479,19.85718999198094,1.2790949845663895,99,0.09785498725432361,379,0.221151748457411,408,0.16311792964047891,-0.005519818120168595,0.515856111502455,human
50,15,6,1,55,0,353,4.255661204858228,23.367361539661538,0.039676637352355486,15,0.7449108809684222,56,0.03968996619413386,13,0.0830043193544373,0.0,0.043990283580085394,bot
111,17,2,2,22,0,432,2.1054745270404576,31.618798446364778,0.06205015985756453,21,0.6595405920018871,13,0.042266558097134886,12,0.06901806100180188,0.0,0.06471102338468454,bot
365,40,21,2,124,0,1984,1.9864362257239294,19.191151023191463,0.1150544679332217,39,0.546969707535783,252,0.18837557457525472,132,0.28545002958869425,0.0,0.2453234362875752,bot
932,67,8,13,75,6,6995,1.240974783947763,12.154557194779532,0.8509261071437622,75,0.10581319336768452,327,0.4048392271939906,407,0.08001009667887457,-0.014901878279484942,0.932279898561892,human
399,69,33,6,144,6,13127,1.8725752854936752,9.447203848889142,0.34069547273070644,162,0.07350365104567695,431,0.21009713567305438,291,0.10343596356475207,-0.0021270677540177695,0.6835568338431927,human
792,69,32,11,54,11,18445,1.0264678109081278,16.103938613021963,0.2768362515628515,136,0.14747878673429796,317,0.2218493367974272,681,0.13912601452547643,-0.0028545257787063543,0.5923576507306474,human
67,15,4,1,32,0,356,3.6319451732295343,32.2920772097666,0.036642477081317903,5,0.6147393435287053,70,0.0664782616011589,26,0.04051921498034736,0.0,0.04009975309824759,bot
70,16,5,3,44,0,294,4.103186272119194,11.201757274113827,0.04256488507868039,25,0.6146788246524415,0,0.044035782184717126,10,0.0425760674523787,0.0,0.04997416630645396,bot
787,70,36,8,163,10,24469,1.1149853351816628,13.506323321437264,0.7416534486049409,140,0.09700333719802398,456,0.1864734871617898,607,0.13542407151385052,0.0038062030355580476,0.6182731759957635,human
766,105,33,4,144,6,18195,1.756660181854531,13.6633134819835,0.7378594923388646,141,0.07800219565322325,450,0.363310322799436,217,0.18534618870152017,-0.008879969505733698,0.8176764370135943,human
404,40,22,6,125,4,3963,1.7223069174984957,24.597596678586783,0.20026206616767564,65,0.4000884218349723,189,0.11600488827831595,154,0.25218543155449996,0.0,0.178050488219353,bot
428,121,18,5,101,0,689,2.0,15.0,0.1,59,0.35087781669226,129,0.11534240886084608,66,0.3,0.0,0.1,bot
326,40,5,3,88,4,2868,2.1309797224750353,21.06433019827208,0.05,89,0.37194620648722143,78,0.12312348194811108,161,0.2781018370699959,0.0,0.22701431297562571,bot
253,51,17,8,117,0,1183,2.7794900520327985,22.559811028875597,0.24911748149399376,61,0.4208409065279315,160,0.09931905843945672,91,0.24702614117707278,0.0,0.21361028669017193,bot
558,63,17,4,97,0,1670,2.0,15.0,0.1,52,0.3838649134491625,133,0.10393357722551505,48,0.3,0.0,0.1,bot
693,72,22,13,152,6,20489,1.5470501508266268,16.563740302902033,0.3232839398427828,157,0.04538753005322965,401,0.24261062772611608,285,0.19639253322819686,0.01840492392279577,0.552027530188716,human
374,75,13,3,79,0,1654,2.0,15.0,0.1,50,0.3855421814369795,147,0.11519206235082051,105,0.3,0.0,0.1,bot
307,10,12,6,112,0,1299,2.600847858148537,18.723970528848593,0.29984488651770547,70,0.5478048562201152,129,0.13567297100575093,137,0.2716726154527537,0.0,0.19127967617502753,bot
1224,17,31,7,136,9,13905,1.0142289862717169,2.570874344307338,0.891671855206241,96,0.09199661462171,452,0.1151745586688043,431,0.14656351733776252,0.01455643878456468,0.6548772444685478,human
1077,97,35,9,194,8,46220,0.6640641401297096,15.818819389264524,0.5445156017900742,77,0.08047251278748221,360,0.2448950642022347,412,0.10351481759343595,-0.0037435094037223137,0.45248078899392796,human
1108,40,31,2,76,12,5061,2.061268425512743,6.74969537656062,0.7590747742068347,92,0.09291888170032998,228,0.29547390127006407,389,0.08671411312409655,0.011329747985804346,0.08534940450031114,human
446,58,5,2,123,3,641,2.5631429563510877,17.752709101751492,0.27867373770141324,52,0.434053551575823,170,0.19301432421456075,241,0.24499616237288158,0.0,0.11612655001137706,bot
367,77,16,8,88,0,12411,1.2660115381099606,2.0,1.0454227024645413,113,0.11543815153762348,705,0.4895685828025321,506,0.08178213084108331,0.0031803934303507985,0.44251079809521443,human
638,88,20,5,147,0,1108,2.0,15.0,0.1,65,0.2671862119916322,132,0.05,121,0.3,0.0,0.1,bot
25,15,11,2,34,0,505,4.604553750077581,26.814763827138762,0.031107945612891156,29,0.8580289070644449,58,0.044270461012233336,30,0.03624379455791564,0.0,0.05299299833738376,bot
538,38,19,5,104,0,1883,2.0,15.0,0.1,65,0.2987507609526165,73,0.11708191215451796,60,0.3,0.0,0.1,bot
385,98,12,4,70,0,914,2.0,15.0,0.1,64,0.31724229919372215,167,0.101864244666628,12,0.3,0.0,0.1,bot
224,39,11,7,124,0,2266,2.5232755431581357,24.57816666409274,0.24266118883356502,55,0.5680490097634115,188,0.13555716943177942,174,0.2518378382207523,0.0,0.1967276727439792,bot
67,14,4,1,42,0,277,3.0771819754831555,34.775269997526934,0.025204745079136927,12,0.7470686504908541,43,0.014902084925642947,15,0.06999888774319825,0.0,0.04466453396623586,bot
106,10,8,2,50,0,487,3.3551066466182986,25.50591675379846,0.0124340294193557,0,0.7307087945788387,40,0.06193844247689335,28,0.050392067545944136,0.0,0.04834224817827436,bot
45,20,8,2,62,0,271,4.385635874294905,25.510536349849968,0.04971212399494119,18,0.9055031784938359,23,0.06902332648753648,14,0.02612663670866707,0.0,0.04138939954110378,bot
430,111,62,3,162,7,6811,1.0724347284844638,7.9195794875203855,0.5862182645542275,55,0.10988573159015884,545,0.13983820027949728,423,0.09320274881790522,0.0012881160371375642,0.4280862263981245,human
784,109,48,12,214,12,11257,0.9017634826400025,11.643900009600824,0.05,155,0.06849314753076875,587,0.28745005452512706,123,0.16186661399616023,-0.006658117554070271,0.5409448925997924,human
490,78,25,12,170,6,14777,0.7275031855360179,9.367648871778274,0.49822141731843694,127,0.090895077594057,398,0.3694548072891494,373,0.15498859759108355,-0.0036489697550714613,0.660805400075448,human
724,52,5,6,244,11,30082,1.4871050760958435,10.199792106960633,0.6194297852937868,169,0.08224509441267315,651,0.4127503478789549,235,0.14695256280649838,0.013035561402863747,0.5426092153891904,human
579,99,21,7,40,0,2044,2.0,15.0,0.1,73,0.43337205664383127,85,0.14988627607764549,78,0.3,0.0,0.1,bot
322,53,18,6,117,4,3662,2.826788714823135,17.24681965374685,0.1496490626668981,57,0.48004325265797954,164,0.15208845116911474,149,0.232657386573961,0.0,0.057777032425196356,bot
383,22,16,4,99,5,2759,3.2393580030120797,17.278144229051854,0.0573302076747538,62,0.5023207259819823,130,0.17522756016172797,244,0.1551108719379066,0.0,0.19376579802100974,bot
899,38,32,7,241,11,11586,1.254457340677918,7.091938489311595,0.6150650038242459,92,0.10452377177973993,512,0.4492448179338925,429,0.09487695093145243,-0.009216863464097752,0.46788026198406746,human
336,49,18,4,67,4,1114,2.729292090726394,13.027261348694303,0.22692610301264193,27,0.3873701366289664,81,0.17141586568410877,154,0.28518370077207805,0.0,0.05,bot
447,13,13,4,72,4,2960,1.9926324605654389,25.802430696599128,0.29750613040752566,66,0.20708929743309748,188,0.10999049214822368,162,0.20628499534773098,0.0,0.2053219923275307,bot
498,88,9,4,91,0,1046,2.0,15.0,0.1,50,0.4320725544041942,127,0.12071236661740706,81,0.3,0.0,0.1,bot
684,122,47,9,120,6,15728,1.480690448323168,6.451440707138807,0.6531691493591106,149,0.1464738287055375,202,0.288477537278565,540,0.12680165716046451,0.012104694525416156,0.290723743015365,human
548,26,36,3,97,1,35599,1.1668182317975508,10.009941399729778,0.9600882785332923,94,0.0808211156205471,304,0.4549937288774637,574,0.14734565378138983,0.012029958547602112,0.3789246956930057,human
790,61,35,7,120,1,20912,1.1165432531286381,19.124920638905973,0.49627973973756306,140,0.08093544121355038,348,0.23736341716723303,173,0.11589625746315413,0.024714338006104227,0.755104076059414,human
1177,70,35,6,200,5,42121,0.7244286999504578,9.60031854167769,0.43261427033127825,95,0.0826452060495096,461,0.24083815752043197,346,0.20589187976406242,-0.007151534279417033,0.12385505479766656,human
666,49,35,1,214,6,17027,1.1058174558554923,12.229506889661629,0.5379526350744103,110,0.12540722491632517,525,0.3328289002498435,449,0.17527625776288086,-0.007938358373184243,0.5299550238162746,human
418,61,16,5,105,2,1433,2.3699970246894053,14.001321668350016,0.464382295107024,31,0.3254010723344863,174,0.18087842924873124,11,0.18778547237497634,0.0,0.30676792896014604,bot
331,21,12,5,108,6,1374,2.579311384253278,24.428483511109576,0.3720632940361911,8,0.3410853677997194,249,0.10483545233817194,184,0.25793845120774184,0.0,0.27501311371138326,bot
276,45,23,6,132,6,1386,2.4081034653989524,18.728656843476486,0.16931988916304314,64,0.4572311958662372,102,0.13276438484294137,218,0.29237173864602023,0.0,0.17272465979478793,bot
666,74,48,10,99,6,4824,1.404836863350046,11.185404334228467,0.7666709966610796,115,0.02644387008282679,255,0.39332438743407716,261,0.19417109682249806,0.006608791241185699,0.45856661953646305,human
611,63,26,4,131,7,29511,0.5428565456724022,12.756488562154104,0.70684865295842,102,0.09465336184453949,600,0.6100670805633182,519,0.020987287915500058,-0.0013477429116308187,0.4623098711188362,human
845,62,35,10,234,3,41354,1.2953662976976357,15.324278072347067,0.11002366165104072,110,0.06823017656818581,303,0.21081372956235672,368,0.11300899412140628,0.007637795461944045,0.3990348014762277,human
0,23,3,2,37,0,643,3.4255700752045324,21.810780283280817,0.06465207043569893,20,0.5612819535552253,68,0.0394233853108235,10,0.01461755551977454,0.0,0.07127407355224957,bot
712,22,13,9,110,3,21679,1.5569667840742656,8.80882447544134,1.0223830607965185,134,0.10023573280262797,556,0.37875075663291036,264,0.04683009100923942,-0.005399050874166905,0.5199870807734728,human
422,60,17,9,125,0,1820,2.0,15.0,0.1,64,0.2913947636828161,186,0.10304345339263271,25,0.3,0.0,0.1,bot
945,81,35,7,39,9,47432,1.5677299722099938,11.908792175455044,0.45321439084899845,73,0.06505524703237081,400,0.37752695773180417,419,0.14248340061810996,-0.0034040174120163087,0.3778761207436609,human
81,12,4,2,57,0,810,4.392587108188241,35.884897568736775,0.01928445854218511,15,0.6971535343963149,7,0.03551938286409638,22,0.07639039858608113,0.0,7.57990781562537e-05,bot
404,41,15,3,43,6,1604,2.5313460567896104,15.341983595715227,0.134616626848512,78,0.46556964367254255,44,0.22023111344448854,149,0.18534611569668136,0.0,0.16729992330788165,bot
295,24,9,2,63,0,1273,3.533807899248157,21.657596484329886,0.05,20,0.4211042471918379,66,0.12415295129936882,143,0.2641006697195536,0.0,0.30347228974125695,bot
748,44,52,7,74,6,9266,1.6593994859293493,11.482061503626497,0.4616065537939563,103,0.08361467456705142,185,0.5621527275422475,548,0.20709184968584565,-0.0009043955964075278,0.5651855631899816,human
525,67,32,6,99,0,983,2.0,15.0,0.1,63,0.41826479522391696,99,0.1518674760473231,71,0.3,0.0,0.1,bot
502,81,21,7,73,0,690,2.0,15.0,0.1,67,0.475499753190096,89,0.09613100602536323,65,0.3,0.0,0.1,bot
750,15,30,8,126,5,37601,0.8215157798786945,7.58325779456665,1.2197484115933652,161,0.08505756760682046,425,0.2674804606031485,440,0.08318965713958769,-0.010735337915022463,0.6749142424066119,human
836,95,21,11,76,3,20544,1.3425176381155044,9.449827587049553,0.6646714917610018,65,0.04863102056410243,376,0.21196209589314075,297,0.18196632120258505,0.004158721098438673,0.16141771190111187,human
587,70,21,3,75,0,1709,2.0,15.0,0.1,64,0.34343877256041283,76,0.14268909578624248,89,0.3,0.0,0.1,bot
965,51,31,7,124,3,30258,0.7098205945541167,3.4235003939358455,0.8651882078079065,156,0.10535529702366961,305,0.29736341948316475,446,0.17098977808921773,0.0006041356916208536,0.42633252709041003,human
57,7,5,4,36,0,263,2.6574528677492477,23.16574382511982,0.020252089379996053,25,0.7997301649894591,23,0.04137609774730182,26,0.032796963506971734,0.0,0.02730274591130789,bot
636,63,25,7,110,7,57923,0.9673049605448116,11.221878858517773,0.7606222885520119,119,0.09740802922571423,427,0.4039827728641452,637,0.21233062356416027,-0.003539907883250013,0.41795050430877156,human
260,15,5,5,83,4,3465,2.716102193110813,27.25251051228349,0.14726832539183107,38,0.4663931846500269,142,0.11347910350716195,173,0.21455739766910842,0.0,0.30455084249787306,bot
500,82,34,7,138,3,32714,1.766676394306577,6.505790905216133,0.36680276385707566,76,0.05233571199682534,360,0.23576507000480146,582,0.09366279228242869,-0.002792846424993691,0.7865757303527646,human
880,133,28,9,123,10,25378,0.9307335859430284,8.378056222229032,0.3531047751584003,126,0.12259849272272408,450,0.44774214024065107,345,0.19229168367275606,0.00952245918401075,0.40582760826061204,human
442,61,33,4,203,6,26234,1.49259318064176,19.58743416368759,0.8804148584525814,108,0.032549388812781924,483,0.26718269303239667,472,0.17787921116605734,0.010190550217649063,0.7307525596073023,human
107,15,6,3,20,0,261,4.5412311450887515,23.635551542821425,0.04252516919744584,16,0.701940455973254,41,0.03621849115476643,0,0.05330612808664135,0.0,0.06733057156820665,bot
84,9,2,5,36,0,986,3.5660090201769408,33.927721319922725,0.049334611442142205,23,0.6995976663053987,17,0.06612834168352821,27,0.06616480080186352,0.0,0.051937231998896584,bot
331,43,10,4,148,3,1024,2.2685121147145058,17.971996820740433,0.2327099832929077,60,0.5454733181830316,68,0.07481223479685181,88,0.22498103034200806,0.0,0.07214484922103245,bot
362,52,15,5,43,0,1571,2.0,15.0,0.1,61,0.34541952046888885,104,0.08133076119050316,74,0.3,0.0,0.1,bot
78,7,10,4,60,0,581,3.745199982124432,24.595633036960614,0.058238080809113024,25,0.6934082747792422,53,0.06260372334165007,4,0.07409075457978519,0.0,0.033966000249486705,bot
81,6,11,2,56,0,272,3.1193929888442957,38.13981898227508,0.02808548216068604,37,0.7107223998841113,31,0.07037007654919755,30,0.033609211913272236,0.0,0.03852345994904294,bot
253,61,5,4,144,3,2976,2.9448846689783257,18.938257702105858,0.06483676124202589,30,0.5415793848715962,28,0.11743956577562045,106,0.1961116427460107,0.0,0.31572730139456245,bot
92,2,8,3,71,0,229,3.7546167468110587,34.911746573368994,0.019525595712146453,15,0.7282131364261523,50,0.05742345634632786,24,0.051255439999307525,0.0,0.030442218142090305,bot
114,20,23,3,111,2,1974,1.983739287868219,15.144375586297441,0.12567247635505419,34,0.4673479660719359,214,0.17898687189277065,106,0.16216150828826909,0.0,0.2822740524236167,bot
560,70,19,10,133,8,36532,1.2916804232803645,8.294931246370929,0.3930857030792173,121,0.06787943410702198,413,0.300210776777359,620,0.17279019169540089,0.010511769298154883,0.2391341194717757,human
422,46,11,6,101,1,1009,2.1222176053563886,19.063326079461564,0.29995294450884324,50,0.29256612501615503,82,0.2704985617887246,131,0.3330262814724321,0.0,0.08064774200905847,bot
710,94,45,6,133,14,10995,1.2105914352845715,13.390914935496193,1.2161361359145937,154,0.09687801597493881,329,0.4469690530906192,462,0.08993490545722235,0.01227238155283375,0.36368207649508055,human
1085,66,27,6,183,8,5075,0.7899049647332911,9.128704181166972,0.17638765605262147,178,0.0910940962685037,459,0.3805361033573643,554,0.12917717701418563,-0.007559873248556486,0.3659337044318526,human
584,80,16,5,109,0,1649,2.0,15.0,0.1,76,0.42023921574578416,64,0.11876837989005964,78,0.3,0.0,0.1,bot
207,51,11,4,98,0,2920,2.01815265990268,16.48866750112099,0.08539910170245844,87,0.501063569056901,105,0.11074611037219909,72,0.21827878109568855,0.0,0.16407875054347437,bot
731,68,22,6,74,0,945,2.0,15.0,0.1,73,0.32438830339419,110,0.10179797850993325,110,0.3,0.0,0.1,bot
477,80,24,5,156,12,46278,2.1082812622868636,7.228286831271246,0.9305375514562914,198,0.08705414165089978,590,0.30221497127450747,625,0.1418662973980625,0.0070499600123181795,0.6407109120288165,human
8,9,5,2,56,0,426,3.8606081361056255,25.487296281911767,0.022707638308896282,27,0.9328080379392519,62,0.05303551474412349,27,0.03038788520431963,0.0,0.04629970168566059,bot
274,43,33,6,313,13,24539,1.0056576340786996,11.156306648140713,0.7255433422880484,57,0.13984881935082916,302,0.2923622306805705,448,0.13992212114790822,0.005755967454762691,0.7529209363633436,human
488,91,23,5,100,0,1283,2.0,15.0,0.1,67,0.3252074835272442,153,0.10258500669432723,28,0.3,0.0,0.1,bot
985,93,33,4,134,14,32218,1.1098460566696868,3.2160725856359624,0.722519451683056,139,0.07208797481801024,493,0.22707552440411305,430,0.20469180304142404,-0.017526007988335705,0.5728479268305479,human
31,13,6,3,39,0,557,3.5656326789521704,35.448750920217684,0.0,37,0.7437547752198093,29,0.02057716876939912,7,0.04110711649088991,0.0,0.06324139241893373,bot
474,45,37,6,86,0,608,2.0,15.0,0.1,63,0.2662614495355143,84,0.13373242455045367,28,0.3,0.0,0.1,bot
936,73,39,6,159,11,18107,1.1822787525331897,11.29453167000214,0.25227210486369006,190,0.04333441712162414,434,0.5157443307124847,305,0.20327958086647424,0.003669082621223567,0.31107552275141215,human
592,68,17,3,109,0,1630,2.0,15.0,0.1,78,0.25060186481609936,112,0.11514388263037283,127,0.3,0.0,0.1,bot
452,46,38,11,33,4,9255,1.239374988546193,10.55531647272506,0.8608251032226628,124,0.11886277573376101,368,0.37840867043667553,534,0.186091554814081,0.0008378512826414639,0.9467240920338288,human
968,69,35,8,83,0,5158,1.5577009165696656,10.07165179133233,0.6717073577852493,110,0.057523283865913044,168,0.14460060660966412,290,0.14919427677548788,0.018419208268612475,0.2704352094776493,human
460,85,43,12,42,8,9647,1.7625947780865128,5.230392954396152,0.6269993653477892,80,0.1567645431375107,364,0.5876680893364062,577,0.16672873955874665,0.002704397456982944,0.2830552177088474,human
792,122,45,7,101,7,14327,1.8459943973221862,8.597572909158927,0.6653310258212375,95,0.0718393504025282,340,0.44390472562054845,416,0.11707827216513267,-0.017021734160057256,0.5940266042115699,human
652,89,46,1,155,4,23032,1.8742395390554494,15.99266075036832,0.7418378363525149,28,0.06094870758887545,333,0.27826895728171663,446,0.24586658745967158,-0.01195169556528758,0.1886121547126935,human
443,107,27,6,183,4,125430,0.8444947722051879,7.694510168795631,0.5392070515827282,169,0.14736939571843582,526,0.24220308908448168,264,0.04323710183978792,0.018167304798128284,0.686582231171864,human
698,86,25,9,148,8,18334,1.2159400456000633,7.991313587895148,0.6879959254249507,163,0.02931448672570689,474,0.25007643816429787,646,0.10665766342265368,-0.0009764890797132622,0.5670842849955429,human
630,72,22,8,123,8,17199,1.2265484288365542,6.634962205313848,1.0855266678500164,138,0.01,663,0.4944077923254122,320,0.1734611042360036,-0.010664368513956378,0.46842758144305896,human
763,71,41,7,136,12,8713,0.9525543423700751,12.248127582841393,0.2824459427901275,132,0.0841380441079434,547,0.5155805954977039,715,0.22180956699095697,0.0001259291213686949,0.6807593546899571,human
321,83,27,5,85,0,1544,2.0,15.0,0.1,51,0.4176023721991229,52,0.13172757397479723,128,0.3,0.0,0.1,bot
69,3,8,4,37,0,383,3.3289002453677305,29.617716777798567,0.0,33,0.7424047098738915,21,0.0839830354837971,29,0.04582847916822463,0.0,0.03767537555788935,bot
377,47,22,6,26,4,772,2.0561221864453083,12.996313924602685,0.17502395624428257,74,0.3504907288393167,62,0.11122135187443057,127,0.277673743550928,0.0,0.1445075099415395,bot
125,12,7,4,27,0,154,4.503032250147331,36.19501204612202,0.030562207489854942,17,0.8733085144824393,32,0.037518625799563936,27,0.0204211798530506,0.0,0.023402152988930988,bot
406,27,29,4,69,4,2034,2.6644883817070735,21.21107190079229,0.4269863483863915,52,0.5363395535680786,56,0.2289756830436971,249,0.20628727941415392,0.0,0.3364635131472502,bot
589,92,27,3,71,0,696,2.0,15.0,0.1,83,0.44015280035937177,55,0.09467285505402113,48,0.3,0.0,0.1,bot
15,13,5,2,24,0,157,2.7741163607563513,36.113926398501874,0.011859159942269415,22,0.9804050634609666,55,0.03036279765122868,17,0.04338890070335667,0.0,0.03641923418089883,bot
738,57,32,4,135,10,24387,1.8654452726832085,11.40536078859251,0.5734472915569294,161,0.039182165673989765,291,0.4967667019680585,335,0.16489315858881878,0.010193150603842238,0.41610093974282,human
941,73,9,11,135,10,33765,1.2126588289037472,14.029702323743653,0.9214549028681147,107,0.04442197578426619,253,0.5251781457582497,368,0.23009410642241288,0.0072352649040979605,0.3544189992839022,human
855,73,31,4,206,11,10765,0.8390357329227762,9.61346443953393,0.9353883966057482,109,0.09919192166207805,556,0.33610800705815297,321,0.11642623818379455,0.01158322452514991,0.5189977690226609,human
293,97,16,5,98,0,801,2.0,15.0,0.1,63,0.3346486890297575,65,0.07497439174192531,24,0.3,0.0,0.1,bot
42,5,3,1,57,0,283,3.336588490934172,34.10190620999757,0.019590946251768465,10,0.832005756209335,33,0.07128209462523685,14,0.030227540877094915,0.0,0.06774279774526876,bot
44,22,4,1,60,0,299,4.0272606500546475,29.361303848053176,0.0,32,0.7670134838339191,74,0.06989089125119098,24,0.04898815994429301,0.0,0.03673452364225877,bot
679,106,26,5,185,8,52202,1.1916199850802605,9.195278336725613,1.1018267916769777,109,0.1036791947091375,353,0.24335844135295764,532,0.13962584423883403,-0.0003624821098548251,0.3590824898414548,human
1018,105,28,6,118,12,5903,1.0855069935101025,13.379917728794721,0.5184640104380657,90,0.13112309176947706,356,0.3535451458879776,478,0.11303959841328112,-0.0023192764671140253,0.5522917772619472,human
546,79,12,2,143,0,935,2.0,15.0,0.1,65,0.36770322087360424,112,0.07874002567483529,137,0.3,0.0,0.1,bot
97,12,10,3,26,0,240,2.9412974009745447,23.643767776215206,0.02079040018834333,16,0.7979561544225685,39,0.03402852715258206,16,0.03799217568980265,0.0,0.050486448853679276,bot
545,47,5,8,71,0,779,2.0,15.0,0.1,58,0.2850466660964891,123,0.14375759532939608,96,0.3,0.0,0.1,bot
912,73,44,6,154,11,14966,1.1711814936517235,14.248137819886669,0.14939174793672488,153,0.09045653474761378,442,0.2974413811261765,332,0.10122700618036698,0.0011029822705448864,0.4663156025157801,human
420,43,21,10,73,1,1695,2.356890604948726,22.069571294966934,0.17328757197595746,57,0.4079483287166058,132,0.15931117780995913,154,0.3029590068359085,0.0,0.3109603494924802,bot
211,68,32,13,198,7,11926,0.7998211251982077,4.7546909648875015,0.4060780648454865,117,0.08606311717035016,540,0.4383448116778096,477,0.1353672816167899,0.013671533341807878,0.6345931414337569,human
779,43,25,9,171,11,27454,0.8426376370551136,8.652848694991912,0.987267001279398,82,0.02887767862867676,423,0.43366952354060334,324,0.14443582086786694,0.0008721262742162843,0.6385007292823524,human
495,72,30,6,30,0,1659,2.0,15.0,0.1,60,0.36995481785957496,174,0.06252675748391717,95,0.3,0.0,0.1,bot
458,100,32,6,113,9,33469,0.7771973374206493,9.15092838246065,0.8185939533599323,157,0.055148887803832064,306,0.2949876695649786,301,0.11830327609573155,-0.004599893335116094,0.5238128379434752,human
485,41,12,2,68,0,1413,2.0,15.0,0.1,76,0.46322626673257083,183,0.13088025223372726,97,0.3,0.0,0.1,bot
706,102,29,9,185,12,38965,0.6946655588583726,5.887833316877393,0.2778406568487803,99,0.09285590618809872,406,0.46580615443774875,339,0.17217402570959367,0.0023566621287173686,0.21779686983025714,human
648,29,17,7,201,6,16538,0.7396819885376289,9.605595708124458,0.24161387592804878,78,0.06175525495411459,393,0.4822275668712882,10,0.11362411929076768,0.0042970459585315425,0.41693408383221964,human
353,49,16,3,60,0,572,2.0,15.0,0.1,75,0.43411919871977467,71,0.14424662816399428,105,0.3,0.0,0.1,bot
86,16,4,3,43,0,291,4.234803474506657,36.6490868100187,0.0,35,0.607677568775602,25,0.050459831969184875,8,0.03517600376496677,0.0,0.0944811392174744,bot
1010,137,20,4,60,0,15681,0.9727484857281683,8.740997106155662,0.15574302461486134,69,0.07632652253717134,484,0.19556708524012079,326,0.2507091397991891,-0.0052174931875241335,0.7004210724872563,human
842,64,39,11,169,8,91425,1.468801557065059,18.724130418210972,0.19530887845033784,89,0.08565154344061131,474,0.09602920216199823,342,0.044231125901198126,-0.0009169346345867301,0.7622852797334037,human
